station_event_id,net_number,net_id,specimen_id,verbatim_identification,scientific_name,scientific_name_id,lifestage,sex,size_range,taxonomic_rank,prop_total_sample,sf_proc,prop_sf_proc,catch_count,count_method,flowmeter_volume_filtered_m3,depth_volume_filtered_m3,abundance_m3,preservation_method,comments
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-18,Disconchoecia elegans,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,,,,Species,1,<5mm,0.0625,32,,42.4,49.09,0.755,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-19,Eucalanus bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,C4,,,Species,1,<5mm,0.0625,16,,42.4,49.09,0.377,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-20,Euphausiidae,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,calyptopis,,,Family,1,<5mm,0.0625,16,,42.4,49.09,0.377,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-21,Euphausiidae,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,egg,,,Family,1,<5mm,0.0625,112,,42.4,49.09,2.642,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-22,Halocyprididae sp.,Halocyprididae,urn:lsid:marinespecies.org:taxname:127482,<0.5mm,,,Family,1,<5mm,0.0625,32,,42.4,49.09,0.755,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-23,Heterostylites sp.,Heterostylites,urn:lsid:marinespecies.org:taxname:104179,C2,,,Genus,1,<5mm,0.0625,16,,42.4,49.09,0.377,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-24,Limacina helicina,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,,,,Species,1,<5mm,0.0625,336,,42.4,49.09,7.925,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-25,Metridia pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,C4,,,Species,1,<5mm,0.0625,144,,42.4,49.09,3.396,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-26,Metridia pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,C5,,,Species,1,<5mm,0.0625,48,,42.4,49.09,1.132,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-27,Metridia pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,C6,male,,Species,1,<5mm,0.0625,16,,42.4,49.09,0.377,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-28,Metridia sp.,Metridia,urn:lsid:marinespecies.org:taxname:104190,C2,,,Genus,1,<5mm,0.0625,224,,42.4,49.09,5.283,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-29,Metridia sp.,Metridia,urn:lsid:marinespecies.org:taxname:104190,C3,,,Genus,1,<5mm,0.0625,128,,42.4,49.09,3.019,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-30,Metridia sp.,Metridia,urn:lsid:marinespecies.org:taxname:104190,C1,,,Genus,1,<5mm,0.0625,16,,42.4,49.09,0.377,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-31,Neocalanus sp.,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,C1,,,Genus,1,<5mm,0.0625,336,,42.4,49.09,7.925,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-32,Neocalanus sp.,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,C2,,,Genus,1,<5mm,0.0625,96,,42.4,49.09,2.264,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-33,Neocalanus sp.,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,C3,,,Genus,1,<5mm,0.0625,32,,42.4,49.09,0.755,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-34,Oithona atlantica,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,C6,female,,Species,1,<5mm,0.0625,336,,42.4,49.09,7.925,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-35,Oithona similis,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,C6,female,,Species,1,<5mm,0.0625,1120,,42.4,49.09,26.415,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-36,Oithona sp.,Oithona,urn:lsid:marinespecies.org:taxname:106485,C5,,,Genus,1,<5mm,0.0625,1120,,42.4,49.09,26.415,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-37,Paracalanus indicus,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,C6,female,,Species,1,<5mm,0.0625,64,,42.4,49.09,1.509,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-38,Paracalanus parvus,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:104685,C6,female,,Species,1,<5mm,0.0625,576,,42.4,49.09,13.585,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-39,Paracalanus sp.,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,C5,,,Genus,1,<5mm,0.0625,416,,42.4,49.09,9.811,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-40,Paracalanus sp.,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,C4,,,Genus,1,<5mm,0.0625,64,,42.4,49.09,1.509,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-41,Paraeuchaeta sp.,Paraeuchaeta,urn:lsid:marinespecies.org:taxname:196874,C1,,,Genus,1,<5mm,0.0625,32,,42.4,49.09,0.755,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-42,Pseudocalanus moultoni,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,C6,female,,Species,1,<5mm,0.0625,48,,42.4,49.09,1.132,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-43,Pseudocalanus moultoni,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,C6,male,,Species,1,<5mm,0.0625,16,,42.4,49.09,0.377,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-44,Pseudocalanus newmani,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,C6,female,,Species,1,<5mm,0.0625,144,,42.4,49.09,3.396,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-45,Pseudocalanus newmani,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,C6,male,,Species,1,<5mm,0.0625,48,,42.4,49.09,1.132,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-46,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C5,female,,Genus,1,<5mm,0.0625,112,,42.4,49.09,2.642,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-47,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C5,male,,Genus,1,<5mm,0.0625,208,,42.4,49.09,4.906,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-48,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C4,,,Genus,1,<5mm,0.0625,96,,42.4,49.09,2.264,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-49,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C3,,,Genus,1,<5mm,0.0625,32,,42.4,49.09,0.755,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-50,Racovitzanus antarcticus,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,C6,female,,Species,1,<5mm,0.0625,16,,42.4,49.09,0.377,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-51,Racovitzanus antarcticus,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,C5,,,Species,1,<5mm,0.0625,16,,42.4,49.09,0.377,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-52,Racovitzanus sp.,Racovitzanus,urn:lsid:marinespecies.org:taxname:104227,C3,,,Genus,1,<5mm,0.0625,32,,42.4,49.09,0.755,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-53,Scolecithricella minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,C5,,,Species,1,<5mm,0.0625,64,,42.4,49.09,1.509,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-54,Scolecithricella minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,C6,female,,Species,1,<5mm,0.0625,32,,42.4,49.09,0.755,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-55,Spionidae sp.,Spionidae,urn:lsid:marinespecies.org:taxname:913,larva,,,Family,1,<5mm,0.0625,16,,42.4,49.09,0.377,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-56,Eukrohnia hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,,,,Species,1,>10mm,1,1,,42.4,49.09,0.024,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-57,Parasagitta elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,,,,Species,1,>10mm,1,15,,42.4,49.09,0.354,formalin,
GoA2019-Kaganovsky-1-Bongo,1,GoA2019-Kaganovsky-1-Bongo-1,GoA2019-Kaganovsky-1-Bongo-1-58,Pseudosagitta scrippsae,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,,,,Species,1,>10mm,1,8,,42.4,49.09,0.189,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-1,Aglantha digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,,,,Species,1,5-10mm,1,2,,41.9,49.09,0.048,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-2,Chaetognath sp. (no heads),Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,,,Phylum,1,5-10mm,1,83,,41.9,49.09,1.981,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-3,Clione limacina,Clione limacina,urn:lsid:marinespecies.org:taxname:139178,,,,Species,1,5-10mm,1,4,,41.9,49.09,0.095,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-4,Doliolid sp.,Doliolidae,urn:lsid:marinespecies.org:taxname:137215,,,,Family,1,5-10mm,1,3,,41.9,49.09,0.072,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-5,Euaugaptilus nodifrons,Euaugaptilus nodifrons,urn:lsid:marinespecies.org:taxname:104406,C6,female,,Species,1,5-10mm,1,1,,41.9,49.09,0.024,formalin,"Could be different species, kept in vial"
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-6,Eucalanus bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,C5,female,,Species,1,5-10mm,1,10,,41.9,49.09,0.239,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-7,Eucalanus bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,C6,female,,Species,1,5-10mm,1,34,,41.9,49.09,0.811,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-8,Eucalanus bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,C6,male,,Species,1,5-10mm,1,4,,41.9,49.09,0.095,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-9,Eukrohnia hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,,,,Species,1,5-10mm,1,177,,41.9,49.09,4.224,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-10,Euphausia pacifica,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,,,,Species,1,5-10mm,1,1,,41.9,49.09,0.024,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-11,Oikopleura labradoriensis,Oikopleura (Vexillaria) labradoriensis,urn:lsid:marinespecies.org:taxname:103413,,,,Species,1,5-10mm,1,29,,41.9,49.09,0.692,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-12,Paraeuchaeta elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,C6,female,,Species,1,5-10mm,1,3,,41.9,49.09,0.072,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-13,Paraeuchaeta elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,C5,male,,Species,1,5-10mm,1,1,,41.9,49.09,0.024,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-14,Parasagitta elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,,,,Species,1,5-10mm,1,223,,41.9,49.09,5.322,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-15,Pseudosagitta scrippsae,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,,,,Species,1,5-10mm,1,2,,41.9,49.09,0.048,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-16,Streetsia challengeri,Streetsia challengeri,urn:lsid:marinespecies.org:taxname:236592,,,,Species,1,5-10mm,1,1,,41.9,49.09,0.024,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-17,Thysanoessa longipes,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,,,,Species,1,5-10mm,1,1,,41.9,49.09,0.024,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-18,Tomopteris septentrionalis,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,,,,Species,1,5-10mm,1,7,,41.9,49.09,0.167,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-19,Acartia longiremis,Acartia longiremis,urn:lsid:marinespecies.org:taxname:104257,C5,,,Species,1,<5mm,0.0625,48,,41.9,49.09,1.146,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-20,Alacia minor,Alacia minor,urn:lsid:marinespecies.org:taxname:172451,,,,Species,1,<5mm,0.0625,32,,41.9,49.09,0.764,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-21,Atlanta sp.,Atlanta,urn:lsid:marinespecies.org:taxname:137687,,,,Genus,1,<5mm,0.0625,32,,41.9,49.09,0.764,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-22,Calanus sp.,Calanus,urn:lsid:marinespecies.org:taxname:104152,C1,,,Genus,1,<5mm,0.0625,96,,41.9,49.09,2.291,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-23,Calanus sp.,Calanus,urn:lsid:marinespecies.org:taxname:104152,C2,,,Genus,1,<5mm,0.0625,32,,41.9,49.09,0.764,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-24,Calanus sp.,Calanus,urn:lsid:marinespecies.org:taxname:104152,C3,,,Genus,1,<5mm,0.0625,16,,41.9,49.09,0.382,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-25,Calocalanus styliremis,Calocalanus styliremis,urn:lsid:marinespecies.org:taxname:104673,C6,female,,Species,1,<5mm,0.0625,64,,41.9,49.09,1.527,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-26,Chaetognath,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,juvenile,,,Phylum,1,<5mm,0.0625,208,,41.9,49.09,4.964,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-27,Clausocalanus parapergens,Clausocalanus parapergens,urn:lsid:marinespecies.org:taxname:104507,C6,female,,Species,1,<5mm,0.0625,80,,41.9,49.09,1.909,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-28,Clausocalanus sp.,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,C5,,,Genus,1,<5mm,0.0625,128,,41.9,49.09,3.055,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-29,Clausocalanus sp.,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,C4,,,Genus,1,<5mm,0.0625,96,,41.9,49.09,2.291,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-30,Clausocalanus sp.,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,C4,,,Genus,1,<5mm,0.0625,32,,41.9,49.09,0.764,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-31,Conchoecia spinirostris,Conchoecia spinirostris,urn:lsid:marinespecies.org:taxname:183092,,,,Species,1,<5mm,0.0625,32,,41.9,49.09,0.764,formalin,
GoA2019-Kaganovsky-2-Bongo,1,GoA2019-Kaganovsky-2-Bongo-1,GoA2019-Kaganovsky-2-Bongo-1-32,Copepod nauplius,Copepoda,urn:lsid:marinespecies.org:taxname:1080,nauplius,,,Class,1,<5mm,0.0625,16,,41.9,49.09,0.382,formalin,
