Station_Event_ID,Instrument_Type,Instrument_Model,Sampling_Depth_Dbar,sea_water_temperature,sea_water_salinity,sea_water_conductivity,sea_water_EC25,sea_water_density,sea_water_sigmaT,sea_water_turbidity,sea_water_chl_fluorescence,sea_water_chl_concentration,sea_water_dissolvedO2,sea_water_dissolvedO2_sat,sea_water_pH,sea_water_BOD5,Comments
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,24,5.267,32.869,NA,NA,1026.06728994248,25.9561217127186,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,25,5.267,32.869,NA,NA,1026.07192934848,25.9561303673556,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,26,5.267,32.869,NA,NA,1026.07656865549,25.9561390236386,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,27,5.267,32.869,NA,NA,1026.08120786351,25.956147681567,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,28,5.267,32.869,NA,NA,1026.08584697256,25.956156341141,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,29,5.267,32.869,NA,NA,1026.09048598263,25.9561650023604,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,30,5.267,32.869,NA,NA,1026.09512489373,25.9561736652249,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,31,5.267,32.869,NA,NA,1026.09976370585,25.9561823297345,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,32,5.268,32.869,NA,NA,1026.1042873165,25.9560767122091,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,33,5.268,32.869,NA,NA,1026.10892590691,25.956085381808,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,34,5.268,32.869,NA,NA,1026.11356439837,25.9560940530516,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,35,5.268,32.869,NA,NA,1026.11820279086,25.9561027259401,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,36,5.268,32.869,NA,NA,1026.1228410844,25.9561114004728,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,37,5.268,32.869,NA,NA,1026.12747927899,25.9561200766498,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,38,5.268,32.869,NA,NA,1026.13211737462,25.9561287544711,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,39,5.268,32.869,NA,NA,1026.13675537131,25.9561374339362,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,40,5.267,32.869,NA,NA,1026.14150856173,25.9562603843258,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,41,5.267,32.869,NA,NA,1026.1461463843,25.9562690652781,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,42,5.268,32.869,NA,NA,1026.15066876771,25.9561634821941,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,43,5.268,32.869,NA,NA,1026.15530636864,25.9561721682337,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,44,5.267,32.869,NA,NA,1026.16005925837,25.9562951179951,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,45,5.267,32.869,NA,NA,1026.1646966852,25.9563038055205,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,46,5.268,32.869,NA,NA,1026.16921857782,25.9561982362115,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,47,5.268,32.869,NA,NA,1026.17385578303,25.9562069288233,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,48,5.268,32.869,NA,NA,1026.17849288931,25.9562156230779,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,49,5.268,32.869,NA,NA,1026.18312989668,25.9562243189748,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,50,5.268,32.869,NA,NA,1026.18776680513,25.956233016514,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,51,5.268,32.869,NA,NA,1026.19240361467,25.9562417156956,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,52,5.268,32.869,NA,NA,1026.19704032529,25.9562504165192,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,53,5.268,32.869,NA,NA,1026.20167693701,25.9562591189847,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,54,5.268,32.869,NA,NA,1026.20631344982,25.956267823092,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,55,5.268,32.869,NA,NA,1026.21094986373,25.956276528841,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,56,5.268,32.869,NA,NA,1026.21558617874,25.9562852362315,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,57,5.268,32.869,NA,NA,1026.22022239486,25.956293945263,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,58,5.269,32.869,NA,NA,1026.22474278,25.9561884073044,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,59,5.269,32.869,NA,NA,1026.22937877458,25.9561971214205,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,60,5.269,32.869,NA,NA,1026.23401467028,25.9562058371775,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,61,5.269,32.869,NA,NA,1026.23865046708,25.9562145545756,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,62,5.269,32.869,NA,NA,1026.24328616501,25.9562232736141,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,63,5.269,32.869,NA,NA,1026.24792176406,25.9562319942934,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,64,5.269,32.869,NA,NA,1026.25255726423,25.9562407166129,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,65,5.269,32.868,NA,NA,1026.25640144231,25.9554577006115,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,66,5.269,32.868,NA,NA,1026.26103675229,25.9554664258214,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,67,5.268,32.868,NA,NA,1026.26578790658,25.9555893824615,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,68,5.267,32.868,NA,NA,1026.27053899777,25.9557123253653,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,69,5.265,32.868,NA,NA,1026.27540598139,25.9559494454063,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,70,5.263,32.868,NA,NA,1026.28027291427,25.9561865127923,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,71,5.262,32.868,NA,NA,1026.28502384025,25.9563093873387,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,72,5.262,32.868,NA,NA,1026.2896587232501,25.9563181097662,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,73,5.262,32.868,NA,NA,1026.2942935074,25.9563268338322,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,74,5.262,32.868,NA,NA,1026.29892819269,25.9563355595362,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,75,5.262,32.868,NA,NA,1026.30356277913,25.9563442868784,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,76,5.262,32.868,NA,NA,1026.30819726672,25.9563530158589,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,77,5.262,32.868,NA,NA,1026.31283165546,25.9563617464769,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,78,5.263,32.869,NA,NA,1026.31814095202,25.9570481001431,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,79,5.264,32.869,NA,NA,1026.3226589397,25.9569426843068,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,80,5.265,32.869,NA,NA,1026.32717676936,25.9568372619447,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,81,5.265,32.869,NA,NA,1026.331810684,25.9568460049129,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,82,5.266,32.869,NA,NA,1026.33632823311,25.9567405794674,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,83,5.267,32.868,NA,NA,1026.3400545317,25.9558433952761,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,84,5.266,32.868,NA,NA,1026.34480443321,25.9559663219663,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,85,5.265,32.867,NA,NA,1026.3487631893,25.9552974769588,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,86,5.262,32.867,NA,NA,1026.35374562395,25.9556486295114,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,87,5.261,32.867,NA,NA,1026.35849536529,25.9557714848272,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,88,5.26,32.868,NA,NA,1026.36403611631,25.956686098627,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,89,5.259,32.868,NA,NA,1026.36878572661,25.9568089294708,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,90,5.258,32.868,NA,NA,1026.37353527385,25.9569317465734,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,91,5.258,32.868,NA,NA,1026.37816837397,25.9569404928907,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,92,5.258,32.868,NA,NA,1026.38280137527,25.9569492408432,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,93,5.257,32.868,NA,NA,1026.38755070932,25.9570720438678,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,94,5.256,32.868,NA,NA,1026.39229998033,25.95719483315,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,95,5.256,32.868,NA,NA,1026.39693273269,25.9572035824001,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,96,5.255,32.868,NA,NA,1026.4016818656,25.9573263577709,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,97,5.254,32.869,NA,NA,1026.40722195621,25.9582409111363,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,98,5.254,32.869,NA,NA,1026.41185445209,25.9582496620726,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,99,5.253,32.869,NA,NA,1026.41660337893,25.9583724127976,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,100,5.252,32.869,NA,NA,1026.42135224275,25.9584951497791,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,101,5.251,32.869,NA,NA,1026.42610104354,25.9586178730167,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,102,5.251,32.869,NA,NA,1026.43073321545,25.9586266250767,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,103,5.251,32.869,NA,NA,1026.43536528858,25.9586353787697,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,104,5.25,32.869,NA,NA,1026.44011387625,25.9587580879222,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,105,5.249,32.87,NA,NA,1026.44565337457,25.9596725915715,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,106,5.247,32.87,NA,NA,1026.45051845961,25.959909193771,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,107,5.246,32.87,NA,NA,1026.45526686535,25.9600318511234,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,108,5.243,32.869,NA,NA,1026.45945751121,25.9595904150365,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,109,5.236,32.869,NA,NA,1026.46490540558,25.960395871336,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,110,5.225,32.869,NA,NA,1026.47081888542,25.9616553923988,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,111,5.208,32.869,NA,NA,1026.47742928194,25.9635943066453,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,112,5.181,32.871,NA,NA,1026.48677969818,25.9682455308539,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,113,5.141,32.873,NA,NA,1026.49762625292,25.9743538935631,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,114,5.079,32.875,NA,NA,1026.5109860087,25.9829089357031,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,115,4.98,32.879,NA,NA,1026.53010326306,25.9971102233169,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,116,4.825,32.894,NA,NA,1026.56411109123,26.0260382091344,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,117,4.631,32.926,NA,NA,1026.61561628223,26.0723506555048,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,118,4.351,33.016,NA,NA,1026.72193529962,26.1732525162413,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,119,4.251,33.099,NA,NA,1026.80306611078,26.2495058214934,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,120,4.275,33.103,NA,NA,1026.80835065491,26.2502244866139,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,121,4.204,33.105,NA,NA,1026.82209366874,26.2590978619901,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,122,4.082,33.13,NA,NA,1026.85935367664,26.2913419806528,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,123,3.963,33.172,NA,NA,1026.90965324212,26.3366450485348,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,124,3.88,33.216,NA,NA,1026.95774948617,26.379859096591,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,125,3.828,33.257,NA,NA,1027.00026906567,26.4175927839951,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,126,3.796,33.31,NA,NA,1027.0502902801,26.4629055899725,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,127,3.798,33.32,NA,NA,1027.06269806232,26.4706751723663,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,128,3.788,33.324,NA,NA,1027.07154968101,26.4748416445984,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,129,3.766,33.325,NA,NA,1027.07922635683,26.4777882319681,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,130,3.728,33.325,NA,NA,1027.08771044692,26.4814843530569,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,131,3.674,33.333,NA,NA,1027.10413685598,26.4930730120179,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,132,3.634,33.34,NA,NA,1027.11834850509,26.5024925227158,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,133,3.613,33.343,NA,NA,1027.12748249445,26.5068958900315,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,134,3.595,33.342,NA,NA,1027.1331344755,26.5078226605631,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,135,3.558,33.338,NA,NA,1027.13826976136,26.5081594385131,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,136,3.515,33.339,NA,NA,1027.14795484446,26.5130274481901,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,137,3.472,33.343,NA,NA,1027.16000660159,26.5202630812425,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,138,3.435,33.349,NA,NA,1027.17304819893,26.5285108413025,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,139,3.413,33.358,NA,NA,1027.18701242112,26.5377391206737,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,140,3.405,33.367,NA,NA,1027.19961896392,26.5456617869577,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,141,3.426,33.382,NA,NA,1027.21418931486,26.5556656357007,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,142,3.439,33.385,NA,NA,1027.21998176525,26.5568483397412,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,143,3.453,33.391,NA,NA,1027.22806060742,26.560325640703,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,144,3.477,33.399,NA,NA,1027.23674900444,26.5644546570511,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,145,3.49,33.396,NA,NA,1027.23775629065,26.5608479301909,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,146,3.471,33.393,NA,NA,1027.24189730773,26.5602495940866,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,147,3.448,33.397,NA,NA,1027.25199431575,26.5655987685889,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,148,3.427,33.403,NA,NA,1027.26348310518,26.5723490145565,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,149,3.418,33.412,NA,NA,1027.27618866471,26.5803670674634,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,150,3.418,33.419,NA,NA,1027.28642688021,26.5859515836439,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,151,3.419,33.423,NA,NA,1027.29418040666,26.589051999006,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,152,3.415,33.427,NA,NA,1027.30242072937,26.5926188823428,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,153,3.404,33.432,NA,NA,1027.31213797639,26.5976349271975,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,154,3.395,33.442,NA,NA,1027.32563877742,26.6064487446943,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,155,3.407,33.46,NA,NA,1027.34346175575,26.6196827220631,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,156,3.439,33.473,NA,NA,1027.35534694192,26.6270578328874,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-1-CTD,CTD,SeaBird911,157,3.468,33.48,NA,NA,1027.36273725496,26.6299195332431,NA,NA,NA,NA,NA,NA,NA,NA
