,station,date,time,vol_flow_est,vol_depth_est,prop_total_sample,sf_proc,prop_sf_proc,genus,species,stage,sex,id,ind_counted,ind_total,abund_m3_flow_est,abund_m3_depth_est,notes,year,yearletter,StationYear
34,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Oithona,atlantica,C6,F,Oithona atlantica,21,336,7.924528302,6.844571196,NA,2019,A,A 1
35,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Oithona,similis,C6,F,Oithona similis,70,1120,26.41509434,22.81523732,NA,2019,A,A 1
36,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Oithona,NA,C5,NA,Oithona sp.,70,1120,26.41509434,22.81523732,NA,2019,A,A 1
37,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Paracalanus,indicus,C6,F,Paracalanus indicus,4,64,1.509433962,1.303727847,NA,2019,A,A 1
38,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Paracalanus,parvus,C6,F,Paracalanus parvus,36,576,13.58490566,11.73355062,NA,2019,A,A 1
39,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Paracalanus,NA,C5,NA,Paracalanus sp.,26,416,9.811320755,8.474231004,NA,2019,A,A 1
40,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Paracalanus,NA,C4,NA,Paracalanus sp.,4,64,1.509433962,1.303727847,NA,2019,A,A 1
41,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Paraeuchaeta,NA,C1,NA,Paraeuchaeta sp.,2,32,0.754716981,0.651863923,NA,2019,A,A 1
42,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Pseudocalanus,moultoni,C6,F,Pseudocalanus moultoni,3,48,1.132075472,0.977795885,NA,2019,A,A 1
43,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Pseudocalanus,moultoni,C6,M,Pseudocalanus moultoni,1,16,0.377358491,0.325931962,NA,2019,A,A 1
44,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Pseudocalanus,newmani,C6,F,Pseudocalanus newmani,9,144,3.396226415,2.933387655,NA,2019,A,A 1
45,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Pseudocalanus,newmani,C6,M,Pseudocalanus newmani,3,48,1.132075472,0.977795885,NA,2019,A,A 1
46,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Pseudocalanus,NA,C5,F,Pseudocalanus sp.,7,112,2.641509434,2.281523732,NA,2019,A,A 1
47,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Pseudocalanus,NA,C5,M,Pseudocalanus sp.,13,208,4.905660377,4.237115502,NA,2019,A,A 1
48,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Pseudocalanus,NA,C4,NA,Pseudocalanus sp.,6,96,2.264150943,1.95559177,NA,2019,A,A 1
49,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Pseudocalanus,NA,C3,NA,Pseudocalanus sp.,2,32,0.754716981,0.651863923,NA,2019,A,A 1
50,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Racovitzanus,antarcticus,C6,F,Racovitzanus antarcticus,1,16,0.377358491,0.325931962,NA,2019,A,A 1
51,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Racovitzanus,antarcticus,C5,NA,Racovitzanus antarcticus,1,16,0.377358491,0.325931962,NA,2019,A,A 1
52,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Racovitzanus,NA,C3,NA,Racovitzanus sp.,2,32,0.754716981,0.651863923,NA,2019,A,A 1
53,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Scolecithricella,minor,C5,NA,Scolecithricella minor,4,64,1.509433962,1.303727847,NA,2019,A,A 1
54,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,Scolecithricella,minor,C6,F,Scolecithricella minor,2,32,0.754716981,0.651863923,NA,2019,A,A 1
55,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,<5,0.0625,NA,NA,larva,NA,Spionidae sp.,1,16,0.377358491,0.325931962,NA,2019,A,A 1
56,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,>10,1,Eukrohnia,hamata,NA,NA,Eukrohnia hamata,1,1,0.023584906,0.020370748,NA,2019,A,A 1
57,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,>10,1,Parasagitta,elegans,NA,NA,Parasagitta elegans,15,15,0.353773585,0.305561214,NA,2019,A,A 1
58,1,2/19/2019,1899-12-31 09:30:00,42.4,49.09,1,>10,1,Pseudosagitta,scrippsae,NA,NA,Pseudosagitta scrippsae,8,8,0.188679245,0.162965981,NA,2019,A,A 1
59,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Aglantha,digitale,NA,NA,Aglantha digitale,2,2,0.047732697,0.040741495,NA,2019,A,A 2
60,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,NA,NA,NA,NA,Chaetognath sp. (no heads),83,83,1.980906921,1.690772051,NA,2019,A,A 2
61,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Clione,limacina,NA,NA,Clione limacina,4,4,0.095465394,0.08148299,NA,2019,A,A 2
62,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,NA,NA,NA,NA,Doliolid sp.,3,3,0.071599045,0.061112243,NA,2019,A,A 2
63,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Euaugaptilus,nodifrons,C6,F,Euaugaptilus nodifrons,1,1,0.023866348,0.020370748,"Could be different species, kept in vial",2019,A,A 2
64,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Eucalanus,bungii,C5,F,Eucalanus bungii,10,10,0.238663484,0.203707476,NA,2019,A,A 2
65,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Eucalanus,bungii,C6,F,Eucalanus bungii,34,34,0.811455847,0.692605419,NA,2019,A,A 2
66,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Eucalanus,bungii,C6,M,Eucalanus bungii,4,4,0.095465394,0.08148299,NA,2019,A,A 2
67,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Eukrohnia,hamata,NA,NA,Eukrohnia hamata,177,177,4.224343675,3.605622326,NA,2019,A,A 2
68,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Euphausia,pacifica,NA,NA,Euphausia pacifica,1,1,0.023866348,0.020370748,NA,2019,A,A 2
69,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Oikopleura,labradoriensis,NA,NA,Oikopleura labradoriensis,29,29,0.692124105,0.590751681,NA,2019,A,A 2
70,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Paraeuchaeta,elongata,C6,F,Paraeuchaeta elongata,3,3,0.071599045,0.061112243,NA,2019,A,A 2
71,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Paraeuchaeta,elongata,C5,M,Paraeuchaeta elongata,1,1,0.023866348,0.020370748,NA,2019,A,A 2
72,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Parasagitta,elegans,NA,NA,Parasagitta elegans,223,223,5.322195704,4.542676716,NA,2019,A,A 2
73,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Pseudosagitta,scrippsae,NA,NA,Pseudosagitta scrippsae,2,2,0.047732697,0.040741495,NA,2019,A,A 2
74,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Streetsia,challengeri,NA,NA,Streetsia challengeri,1,1,0.023866348,0.020370748,NA,2019,A,A 2
75,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Thysanoessa,longipes,NA,NA,Thysanoessa longipes,1,1,0.023866348,0.020370748,NA,2019,A,A 2
76,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,10-May,1,Tomopteris,septentrionalis,NA,NA,Tomopteris septentrionalis,7,7,0.167064439,0.142595233,NA,2019,A,A 2
77,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Acartia,longiremis,C5,NA,Acartia longiremis,3,48,1.145584726,0.977795885,NA,2019,A,A 2
78,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Alacia,minor,NA,NA,Alacia minor,2,32,0.76372315,0.651863923,NA,2019,A,A 2
79,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Atlanta,NA,NA,NA,Atlanta sp.,2,32,0.76372315,0.651863923,NA,2019,A,A 2
80,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Calanus,NA,C1,NA,Calanus sp.,6,96,2.291169451,1.95559177,NA,2019,A,A 2
81,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Calanus,NA,C2,NA,Calanus sp.,2,32,0.76372315,0.651863923,NA,2019,A,A 2
82,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Calanus,NA,C3,NA,Calanus sp.,1,16,0.381861575,0.325931962,NA,2019,A,A 2
83,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Calocalanus,styliremis,C6,F,Calocalanus styliremis,4,64,1.527446301,1.303727847,NA,2019,A,A 2
84,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,NA,NA,juvenile,NA,Chaetognath,13,208,4.964200477,4.237115502,NA,2019,A,A 2
85,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Clausocalanus,parapergens,C6,F,Clausocalanus parapergens,5,80,1.909307876,1.629659809,NA,2019,A,A 2
86,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Clausocalanus,NA,C5,NA,Clausocalanus sp.,8,128,3.054892601,2.607455694,NA,2019,A,A 2
87,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Clausocalanus,NA,C4,NA,Clausocalanus sp.,6,96,2.291169451,1.95559177,NA,2019,A,A 2
88,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Clausocalanus,NA,C4,NA,Clausocalanus sp.,2,32,0.76372315,0.651863923,NA,2019,A,A 2
89,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Conchoecia,spinirostris,NA,NA,Conchoecia spinirostris,2,32,0.76372315,0.651863923,NA,2019,A,A 2
90,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,NA,NA,nauplius,NA,Copepod nauplius,1,16,0.381861575,0.325931962,NA,2019,A,A 2
91,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Corycaeus,anglicus,C6,F,Corycaeus anglicus,2,32,0.76372315,0.651863923,NA,2019,A,A 2
92,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Ctenocalanus,vanus,C6,F,Ctenocalanus vanus,56,896,21.38424821,18.25218986,NA,2019,A,A 2
93,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Ctenocalanus,vanus,C5,NA,Ctenocalanus vanus,32,512,12.21957041,10.42982277,NA,2019,A,A 2
94,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Ctenocalanus,vanus,C6,M,Ctenocalanus vanus,1,16,0.381861575,0.325931962,NA,2019,A,A 2
95,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Ctenocalanus,vanus,C6,M,Ctenocalanus vanus,2,32,0.76372315,0.651863923,NA,2019,A,A 2
96,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Disconchoecia,elegans,NA,NA,Disconchoecia elegans,4,64,1.527446301,1.303727847,NA,2019,A,A 2
97,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Eucalanus,bungii,C4,NA,Eucalanus bungii,6,96,2.291169451,1.95559177,NA,2019,A,A 2
98,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Eucalanus,bungii,C5,M,Eucalanus bungii,1,16,0.381861575,0.325931962,NA,2019,A,A 2
99,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Eucalanus,bungii,C5,F,Eucalanus bungii,3,48,1.145584726,0.977795885,NA,2019,A,A 2
100,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Eucalanus,NA,C3,NA,Eucalanus sp.,2,32,0.76372315,0.651863923,NA,2019,A,A 2
101,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Euchirella,NA,C1,NA,Euchirella sp.,1,16,0.381861575,0.325931962,NA,2019,A,A 2
102,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Euchirella,NA,C2,NA,Euchirella sp.,1,16,0.381861575,0.325931962,NA,2019,A,A 2
103,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,NA,NA,calyptopsis,NA,Euphausiidae,1,16,0.381861575,0.325931962,NA,2019,A,A 2
104,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,NA,NA,egg,NA,Euphausiidae,2,32,0.76372315,0.651863923,NA,2019,A,A 2
105,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,NA,NA,nauplius,NA,Euphausiidae,3,48,1.145584726,0.977795885,NA,2019,A,A 2
106,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Fritillaria,borealis,NA,NA,Fritillaria borealis,17,272,6.491646778,5.540843349,NA,2019,A,A 2
107,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Gaetanus,intermedius,C6,F,Gaetanus intermedius,2,32,0.76372315,0.651863923,NA,2019,A,A 2
108,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Gaetanus,NA,C3,NA,Gaetanus sp.,1,16,0.381861575,0.325931962,NA,2019,A,A 2
109,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Heterostylites,longicornis,C5,NA,Heterostylites longicornis,1,16,0.381861575,0.325931962,NA,2019,A,A 2
110,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Limacina,helicina,NA,NA,Limacina helicina,11,176,4.200477327,3.585251579,NA,2019,A,A 2
111,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Lucicutia,flavicornis,C5,NA,Lucicutia flavicornis,2,32,0.76372315,0.651863923,NA,2019,A,A 2
112,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Mesocalanus,NA,C3,NA,Mesocalanus sp.,3,48,1.145584726,0.977795885,NA,2019,A,A 2
113,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Mesocalanus,tenucornis,C6,M,Mesocalanus tenucornis,1,16,0.381861575,0.325931962,NA,2019,A,A 2
114,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Mesocalanus,tenucornis,C4,NA,Mesocalanus tenucornis,3,48,1.145584726,0.977795885,NA,2019,A,A 2
115,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Metridia,pacifica,C4,NA,Metridia pacifica,28,448,10.69212411,9.126094928,NA,2019,A,A 2
116,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Metridia,pacifica,C5,NA,Metridia pacifica,9,144,3.436754177,2.933387655,NA,2019,A,A 2
117,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Metridia,pacifica,C6,F,Metridia pacifica,2,32,0.76372315,0.651863923,NA,2019,A,A 2
118,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Metridia,NA,C1,NA,Metridia sp.,3,48,1.145584726,0.977795885,NA,2019,A,A 2
119,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Metridia,NA,C2,NA,Metridia sp.,31,496,11.83770883,10.10389081,NA,2019,A,A 2
120,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Metridia,NA,C3,NA,Metridia sp.,45,720,17.18377088,14.66693828,NA,2019,A,A 2
121,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Microcalanus,pygmaeus,C6,F,Microcalanus pygmaeus,1,16,0.381861575,0.325931962,NA,2019,A,A 2
122,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Neocalanus,cristatus,C4,NA,Neocalanus cristatus,1,16,0.381861575,0.325931962,NA,2019,A,A 2
123,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Neocalanus,NA,C1,NA,Neocalanus sp.,17,272,6.491646778,5.540843349,NA,2019,A,A 2
124,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Neocalanus,NA,C2,NA,Neocalanus sp.,9,144,3.436754177,2.933387655,NA,2019,A,A 2
125,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Neocalanus,NA,C3,NA,Neocalanus sp.,14,224,5.346062053,4.563047464,NA,2019,A,A 2
126,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Oikopleura,dioica,NA,NA,Oikopleura dioica,3,48,1.145584726,0.977795885,NA,2019,A,A 2
127,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Oithona,atlantica,C6,F,Oithona atlantica,13,208,4.964200477,4.237115502,NA,2019,A,A 2
128,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Oithona,similis,C6,F,Oithona similis,37,592,14.12887828,12.05948258,NA,2019,A,A 2
129,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Oithona,NA,C4,NA,Oithona sp.,1,16,0.381861575,0.325931962,NA,2019,A,A 2
130,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Oithona,NA,C5,NA,Oithona sp.,36,576,13.74701671,11.73355062,NA,2019,A,A 2
131,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,NA,NA,larva,NA,Ophuroidea sp.,1,16,0.381861575,0.325931962,NA,2019,A,A 2
132,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Paracalanus,indicus,C6,M,Paracalanus indicus,2,32,0.76372315,0.651863923,NA,2019,A,A 2
133,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Paracalanus,indicus,C6,F,Paracalanus indicus,16,256,6.109785203,5.214911387,NA,2019,A,A 2
134,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Paracalanus,parvus,C6,F,Paracalanus parvus,4,64,1.527446301,1.303727847,NA,2019,A,A 2
135,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Paracalanus,NA,C4,NA,Paracalanus sp.,7,112,2.673031026,2.281523732,NA,2019,A,A 2
136,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Paracalanus,NA,C5,NA,Paracalanus sp.,21,336,8.019093079,6.844571196,NA,2019,A,A 2
137,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Paraeuchaeta,elongata,C4,NA,Paraeuchaeta elongata,2,32,0.76372315,0.651863923,NA,2019,A,A 2
138,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Paraeuchaeta,NA,C1,NA,Paraeuchaeta sp.,1,16,0.381861575,0.325931962,NA,2019,A,A 2
139,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Paraeuchaeta,NA,C2,NA,Paraeuchaeta sp.,1,16,0.381861575,0.325931962,NA,2019,A,A 2
140,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Pleuromamma,NA,C2,NA,Pleuromamma sp.,1,16,0.381861575,0.325931962,NA,2019,A,A 2
141,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Pseudocalanus,moultoni,C6,F,Pseudocalanus moultoni,1,16,0.381861575,0.325931962,NA,2019,A,A 2
142,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Pseudocalanus,newmani,C6,M,Pseudocalanus newmani,4,64,1.527446301,1.303727847,NA,2019,A,A 2
143,2,2/19/2019,1899-12-31 19:05:00,41.9,49.09,1,<5,0.0625,Pseudocalanus,newmani,C6,F,Pseudocalanus newmani,2,32,0.76372315,0.651863923,NA,2019,A,A 2
